#{"t_start": 1655252739.545968, "env_id": "CartPole-v1"}
r,l,t
500.0,500,1169.340251
500.0,500,1169.438094
500.0,500,1169.53548
500.0,500,1170.201747
500.0,500,1170.302606
500.0,500,1170.399167
500.0,500,1170.499625
500.0,500,1170.597201
500.0,500,1170.698335
500.0,500,1170.82459
500.0,500,1170.934401
500.0,500,1171.039386
500.0,500,1171.138456
500.0,500,1171.237276
500.0,500,1171.33502
500.0,500,1171.454764
500.0,500,1171.553482
500.0,500,1171.651599
500.0,500,1171.748716
500.0,500,1171.846144
500.0,500,1171.94249
500.0,500,1172.061636
500.0,500,1172.159902
500.0,500,1172.260496
500.0,500,1172.357373
500.0,500,1172.482517
500.0,500,1172.581696
500.0,500,1173.264418
500.0,500,1173.361695
500.0,500,1173.460044
500.0,500,1173.557695
500.0,500,1173.655745
500.0,500,1173.75307
500.0,500,1173.877483
500.0,500,1173.976402
500.0,500,1174.074603
500.0,500,1174.174187
500.0,500,1174.272925
500.0,500,1174.368698
500.0,500,1174.488369
500.0,500,1174.585511
500.0,500,1174.686064
500.0,500,1174.782991
500.0,500,1174.881519
500.0,500,1174.979667
500.0,500,1175.116697
500.0,500,1175.215297
500.0,500,1175.316053
500.0,500,1175.413433
500.0,500,1175.510872
500.0,500,1175.609705
500.0,500,1176.284781
500.0,500,1176.382592
500.0,500,1176.481235
500.0,500,1176.579997
500.0,500,1176.676494
500.0,500,1176.77373
500.0,500,1176.898796
500.0,500,1176.999232
500.0,500,1177.099952
500.0,500,1177.19819
500.0,500,1177.296951
500.0,500,1177.394016
500.0,500,1177.513054
500.0,500,1177.611779
500.0,500,1177.712119
500.0,500,1177.808989
500.0,500,1177.905797
500.0,500,1178.003398
500.0,500,1178.12387
500.0,500,1178.225038
500.0,500,1178.324668
500.0,500,1178.423828
500.0,500,1178.522155
500.0,500,1178.619397
500.0,500,1178.737157
500.0,500,1178.835959
500.0,500,1178.940168
500.0,500,1179.038739
500.0,500,1179.136758
500.0,500,1179.235906
500.0,500,1179.910082
500.0,500,1180.008145
500.0,500,1180.105882
500.0,500,1180.203526
500.0,500,1180.301345
500.0,500,1180.398233
500.0,500,1180.519403
500.0,500,1180.628238
500.0,500,1180.729356
500.0,500,1180.827429
500.0,500,1180.928757
500.0,500,1181.026247
500.0,500,1181.147002
500.0,500,1181.253177
500.0,500,1181.360745
500.0,500,1181.462158
500.0,500,1181.559647
500.0,500,1181.656322
500.0,500,1181.776733
500.0,500,1181.882271
500.0,500,1181.987569
500.0,500,1182.086622
500.0,500,1182.185408
500.0,500,1182.286664
500.0,500,1182.968908
500.0,500,1183.067451
500.0,500,1183.165237
500.0,500,1183.264201
500.0,500,1183.360605
500.0,500,1183.45978
500.0,500,1183.579998
500.0,500,1183.679052
500.0,500,1183.778252
500.0,500,1183.875609
500.0,500,1183.973306
500.0,500,1184.069402
500.0,500,1184.193259
500.0,500,1184.293711
500.0,500,1184.391464
500.0,500,1184.490321
500.0,500,1184.587434
500.0,500,1184.683913
500.0,500,1184.803048
500.0,500,1184.904195
500.0,500,1185.002829
500.0,500,1185.100701
500.0,500,1185.198576
500.0,500,1185.296935
500.0,500,1185.99071
500.0,500,1186.100524
500.0,500,1186.198805
500.0,500,1186.316978
500.0,500,1186.415366
500.0,500,1186.515799
500.0,500,1186.636603
500.0,500,1186.736879
500.0,500,1186.839794
500.0,500,1186.94069
500.0,500,1187.037424
500.0,500,1187.134672
500.0,500,1187.254064
500.0,500,1187.351186
500.0,500,1187.449362
500.0,500,1187.54632
500.0,500,1187.643468
500.0,500,1187.741004
500.0,500,1187.858603
500.0,500,1187.956831
500.0,500,1188.054489
500.0,500,1188.151297
500.0,500,1188.250337
500.0,500,1188.347372
500.0,500,1189.02133
500.0,500,1189.11776
500.0,500,1189.219508
500.0,500,1189.317018
500.0,500,1189.412947
500.0,500,1189.5103
500.0,500,1189.632137
500.0,500,1189.730105
500.0,500,1189.829103
500.0,500,1189.925863
500.0,500,1190.022748
500.0,500,1190.119647
500.0,500,1190.23994
500.0,500,1190.338414
500.0,500,1190.436639
500.0,500,1190.534992
500.0,500,1190.631104
500.0,500,1190.730934
500.0,500,1190.851167
500.0,500,1190.950562
500.0,500,1191.050046
500.0,500,1191.146951
500.0,500,1191.2458
500.0,500,1191.344063
500.0,500,1192.012617
500.0,500,1192.109343
500.0,500,1192.206521
500.0,500,1192.304758
500.0,500,1192.402752
500.0,500,1192.501142
500.0,500,1192.623649
500.0,500,1192.722791
500.0,500,1192.820598
500.0,500,1192.920773
500.0,500,1193.024921
500.0,500,1193.13441
500.0,500,1193.263532
500.0,500,1193.363096
500.0,500,1193.461197
500.0,500,1193.558194
500.0,500,1193.654787
500.0,500,1193.75195
500.0,500,1193.869389
500.0,500,1193.970056
500.0,500,1194.068652
500.0,500,1194.167006
500.0,500,1194.266619
500.0,500,1194.363319
500.0,500,1195.057043
500.0,500,1195.154277
500.0,500,1195.253939
500.0,500,1195.3502
500.0,500,1195.447886
500.0,500,1195.544443
500.0,500,1195.664956
500.0,500,1195.764903
500.0,500,1195.86449
500.0,500,1195.962141
500.0,500,1196.060308
500.0,500,1196.157082
500.0,500,1196.276779
500.0,500,1196.375633
500.0,500,1196.475024
500.0,500,1196.572588
500.0,500,1196.668592
500.0,500,1196.764973
500.0,500,1196.881919
500.0,500,1196.982544
500.0,500,1197.082616
500.0,500,1197.180217
500.0,500,1197.278836
500.0,500,1197.375627
500.0,500,1198.059155
500.0,500,1198.157448
500.0,500,1198.257798
500.0,500,1198.35544
500.0,500,1198.459162
500.0,500,1198.557283
500.0,500,1198.67784
500.0,500,1198.777193
500.0,500,1198.875616
500.0,500,1198.973229
500.0,500,1199.070823
500.0,500,1199.170474
500.0,500,1199.291829
500.0,500,1199.389777
500.0,500,1199.487726
500.0,500,1199.584513
500.0,500,1199.680513
500.0,500,1199.777354
500.0,500,1199.896797
500.0,500,1199.996151
500.0,500,1200.095645
500.0,500,1200.192792
500.0,500,1200.292042
500.0,500,1200.389063
500.0,500,1201.080597
500.0,500,1201.178644
500.0,500,1201.277223
500.0,500,1201.376488
500.0,500,1201.475067
500.0,500,1201.57438
500.0,500,1201.697903
500.0,500,1201.796224
500.0,500,1201.893976
500.0,500,1201.990723
500.0,500,1202.087319
500.0,500,1202.184587
500.0,500,1202.302505
500.0,500,1202.400049
500.0,500,1202.500336
500.0,500,1202.596726
500.0,500,1202.694045
500.0,500,1202.791407
500.0,500,1202.910022
500.0,500,1203.010476
500.0,500,1203.112848
500.0,500,1203.212868
500.0,500,1203.309754
500.0,500,1203.414421
500.0,500,1204.084737
500.0,500,1204.184985
500.0,500,1204.283751
500.0,500,1204.380101
500.0,500,1204.477653
500.0,500,1204.574736
500.0,500,1204.692839
500.0,500,1204.790086
500.0,500,1204.888315
500.0,500,1204.987856
500.0,500,1205.090575
500.0,500,1205.18838
500.0,500,1205.307789
500.0,500,1205.406371
500.0,500,1205.508711
500.0,500,1205.605664
500.0,500,1205.702914
500.0,500,1205.801825
500.0,500,1205.921511
500.0,500,1206.020104
500.0,500,1206.12018
500.0,500,1206.218999
500.0,500,1206.315708
500.0,500,1206.415112
500.0,500,1207.091741
500.0,500,1207.190379
500.0,500,1207.288672
500.0,500,1207.385649
500.0,500,1207.482963
500.0,500,1207.579106
500.0,500,1207.699028
500.0,500,1207.797486
500.0,500,1207.896627
500.0,500,1207.994441
500.0,500,1208.090675
500.0,500,1208.18937
500.0,500,1208.319193
500.0,500,1208.418053
500.0,500,1208.518035
500.0,500,1208.617104
500.0,500,1208.714417
500.0,500,1208.810768
500.0,500,1208.930398
500.0,500,1209.032481
500.0,500,1209.131435
500.0,500,1209.233762
500.0,500,1209.331546
500.0,500,1209.42802
500.0,500,1210.110192
500.0,500,1210.2097
500.0,500,1210.305895
500.0,500,1210.400689
500.0,500,1210.498034
500.0,500,1210.594964
500.0,500,1210.715007
500.0,500,1210.813032
500.0,500,1210.91493
500.0,500,1211.016518
500.0,500,1211.115154
500.0,500,1211.214893
500.0,500,1211.336498
500.0,500,1211.435761
500.0,500,1211.536649
500.0,500,1211.633837
500.0,500,1211.730999
500.0,500,1211.827222
500.0,500,1211.945343
500.0,500,1212.043118
500.0,500,1212.140685
500.0,500,1212.239183
500.0,500,1212.336954
500.0,500,1212.434267
500.0,500,1212.556465
500.0,500,1212.655131
500.0,500,1212.753185
500.0,500,1212.850425
500.0,500,1212.950311
500.0,500,1213.049411
500.0,500,1213.751433
500.0,500,1213.850395
500.0,500,1213.947558
500.0,500,1214.043757
500.0,500,1214.141408
500.0,500,1214.240719
500.0,500,1214.358802
500.0,500,1214.457213
500.0,500,1214.556208
500.0,500,1214.653321
500.0,500,1214.750792
500.0,500,1214.849134
500.0,500,1214.970305
500.0,500,1215.069756
500.0,500,1215.169369
500.0,500,1215.268105
500.0,500,1215.36573
500.0,500,1215.464184
500.0,500,1215.582709
500.0,500,1215.680933
500.0,500,1215.779639
500.0,500,1215.877475
500.0,500,1215.98437
500.0,500,1216.092008
500.0,500,1216.786946
500.0,500,1216.884174
500.0,500,1216.983387
500.0,500,1217.081774
500.0,500,1217.179277
500.0,500,1217.279134
500.0,500,1217.397552
500.0,500,1217.495585
500.0,500,1217.592506
500.0,500,1217.690168
500.0,500,1217.787512
500.0,500,1217.884787
500.0,500,1218.005354
500.0,500,1218.120207
500.0,500,1218.219133
500.0,500,1218.316791
500.0,500,1218.413152
500.0,500,1218.511444
500.0,500,1218.629896
500.0,500,1218.728083
500.0,500,1218.826492
500.0,500,1218.923912
500.0,500,1219.024086
500.0,500,1219.120571
500.0,500,1219.80417
500.0,500,1219.901495
500.0,500,1219.998662
500.0,500,1220.095693
500.0,500,1220.194342
500.0,500,1220.293451
500.0,500,1220.410597
500.0,500,1220.511288
500.0,500,1220.609398
500.0,500,1220.706191
500.0,500,1220.803191
500.0,500,1220.900039
500.0,500,1221.023547
500.0,500,1221.125831
500.0,500,1221.227195
500.0,500,1221.329884
500.0,500,1221.429371
500.0,500,1221.529298
500.0,500,1221.648088
500.0,500,1221.749082
500.0,500,1221.852492
500.0,500,1221.949803
500.0,500,1222.050123
500.0,500,1222.14683
500.0,500,1222.820203
500.0,500,1222.918064
500.0,500,1223.01963
500.0,500,1223.116562
500.0,500,1223.215311
500.0,500,1223.314018
500.0,500,1223.435878
500.0,500,1223.535551
500.0,500,1223.641683
500.0,500,1223.740594
500.0,500,1223.845722
500.0,500,1223.948148
500.0,500,1224.067263
500.0,500,1224.166806
500.0,500,1224.267774
500.0,500,1224.36611
500.0,500,1224.465871
500.0,500,1224.564261
500.0,500,1224.685137
500.0,500,1224.783239
500.0,500,1224.87964
500.0,500,1224.978098
500.0,500,1225.076397
500.0,500,1225.172581
500.0,500,1225.846402
500.0,500,1225.944444
500.0,500,1226.044422
500.0,500,1226.143154
500.0,500,1226.242742
500.0,500,1226.341949
500.0,500,1226.460614
500.0,500,1226.558568
500.0,500,1226.657756
500.0,500,1226.755041
500.0,500,1226.852825
500.0,500,1226.951354
500.0,500,1227.072726
500.0,500,1227.171194
500.0,500,1227.275354
500.0,500,1227.372702
500.0,500,1227.468831
500.0,500,1227.566077
500.0,500,1227.683435
500.0,500,1227.782135
500.0,500,1227.880236
500.0,500,1227.977152
500.0,500,1228.075896
500.0,500,1228.176122
500.0,500,1228.844031
500.0,500,1228.942419
500.0,500,1229.042879
500.0,500,1229.141015
500.0,500,1229.241461
500.0,500,1229.339422
500.0,500,1229.459525
500.0,500,1229.559599
500.0,500,1229.658689
500.0,500,1229.756399
500.0,500,1229.85542
500.0,500,1229.952045
500.0,500,1230.078438
500.0,500,1230.179144
500.0,500,1230.278424
500.0,500,1230.376373
500.0,500,1230.472988
500.0,500,1230.5692
500.0,500,1230.687355
500.0,500,1230.786002
500.0,500,1230.884047
500.0,500,1230.982066
500.0,500,1231.08235
500.0,500,1231.18208
500.0,500,1231.856072
500.0,500,1231.952095
500.0,500,1232.048938
500.0,500,1232.145935
500.0,500,1232.244051
500.0,500,1232.345266
500.0,500,1232.466422
500.0,500,1232.565035
500.0,500,1232.670132
500.0,500,1232.768455
500.0,500,1232.866378
500.0,500,1232.963012
500.0,500,1233.084226
500.0,500,1233.18383
500.0,500,1233.284861
500.0,500,1233.387429
500.0,500,1233.483835
500.0,500,1233.580402
500.0,500,1233.698864
500.0,500,1233.797591
500.0,500,1233.896652
500.0,500,1233.992725
500.0,500,1234.089474
500.0,500,1234.188542
500.0,500,1234.873108
500.0,500,1234.970209
500.0,500,1235.070031
500.0,500,1235.16952
500.0,500,1235.268034
500.0,500,1235.365498
500.0,500,1235.48597
500.0,500,1235.584854
500.0,500,1235.684425
500.0,500,1235.781779
500.0,500,1235.878262
500.0,500,1235.974663
500.0,500,1236.094986
500.0,500,1236.193504
500.0,500,1236.293895
500.0,500,1236.393468
500.0,500,1236.490171
500.0,500,1236.588313
500.0,500,1236.709094
500.0,500,1236.808633
500.0,500,1236.90653
500.0,500,1237.003012
500.0,500,1237.102838
500.0,500,1237.202596
500.0,500,1237.915828
500.0,500,1238.014863
500.0,500,1238.111997
500.0,500,1238.213911
500.0,500,1238.313086
500.0,500,1238.414623
500.0,500,1238.54718
500.0,500,1238.660452
500.0,500,1238.768706
500.0,500,1238.897244
500.0,500,1239.00626
500.0,500,1239.117523
500.0,500,1239.253022
500.0,500,1239.361115
500.0,500,1239.466054
500.0,500,1239.57074
500.0,500,1239.673782
500.0,500,1239.778026
500.0,500,1239.903183
500.0,500,1240.010548
500.0,500,1240.117521
500.0,500,1240.222884
500.0,500,1240.326778
500.0,500,1240.43057
500.0,500,1241.186176
500.0,500,1241.293324
500.0,500,1241.39892
500.0,500,1241.502221
500.0,500,1241.606707
500.0,500,1241.710079
500.0,500,1241.835151
500.0,500,1241.93834
500.0,500,1242.038845
500.0,500,1242.137249
500.0,500,1242.235602
500.0,500,1242.333916
500.0,500,1242.451426
500.0,500,1242.54905
500.0,500,1242.654167
500.0,500,1242.750744
500.0,500,1242.848194
500.0,500,1242.943763
500.0,500,1243.064081
500.0,500,1243.163547
500.0,500,1243.263696
500.0,500,1243.361717
500.0,500,1243.460955
500.0,500,1243.561163
500.0,500,1243.680412
500.0,500,1243.779434
500.0,500,1243.877026
500.0,500,1243.973762
500.0,500,1244.070473
500.0,500,1244.167941
500.0,500,1244.860779
500.0,500,1244.958785
500.0,500,1245.056899
500.0,500,1245.155958
500.0,500,1245.255575
500.0,500,1245.357418
500.0,500,1245.475889
500.0,500,1245.573816
500.0,500,1245.672133
500.0,500,1245.768577
500.0,500,1245.865526
500.0,500,1245.972
500.0,500,1246.100409
500.0,500,1246.203003
500.0,500,1246.304682
500.0,500,1246.403802
500.0,500,1246.506261
500.0,500,1246.610291
500.0,500,1246.730597
500.0,500,1246.831125
500.0,500,1246.928344
500.0,500,1247.025533
500.0,500,1247.12413
500.0,500,1247.222748
500.0,500,1247.905017
500.0,500,1248.001469
500.0,500,1248.098681
500.0,500,1248.19643
500.0,500,1248.29447
500.0,500,1248.39146
500.0,500,1248.511631
500.0,500,1248.610598
500.0,500,1248.709613
500.0,500,1248.807307
500.0,500,1248.903513
500.0,500,1249.000872
500.0,500,1249.123162
500.0,500,1249.22627
500.0,500,1249.325284
500.0,500,1249.422649
500.0,500,1249.519604
500.0,500,1249.614903
500.0,500,1249.73185
500.0,500,1249.829588
500.0,500,1249.927657
500.0,500,1250.024635
500.0,500,1250.121836
500.0,500,1250.222177
500.0,500,1250.897873
500.0,500,1250.996291
500.0,500,1251.095088
500.0,500,1251.194764
500.0,500,1251.292134
500.0,500,1251.390855
500.0,500,1251.511615
500.0,500,1251.608451
500.0,500,1251.706903
500.0,500,1251.804592
500.0,500,1251.901008
500.0,500,1251.997948
500.0,500,1252.115254
500.0,500,1252.21422
500.0,500,1252.313374
500.0,500,1252.409118
500.0,500,1252.505096
500.0,500,1252.602122
500.0,500,1252.720008
500.0,500,1252.816156
500.0,500,1252.913505
500.0,500,1253.010797
500.0,500,1253.110752
500.0,500,1253.20842
500.0,500,1253.889774
500.0,500,1253.987739
500.0,500,1254.083794
500.0,500,1254.182772
500.0,500,1254.284159
500.0,500,1254.382217
500.0,500,1254.502987
500.0,500,1254.600117
500.0,500,1254.69853
500.0,500,1254.795687
500.0,500,1254.892428
500.0,500,1254.990249
500.0,500,1255.110544
500.0,500,1255.210811
500.0,500,1255.30962
500.0,500,1255.41018
500.0,500,1255.508121
500.0,500,1255.60531
500.0,500,1255.722797
500.0,500,1255.819793
500.0,500,1255.923298
500.0,500,1256.02149
500.0,500,1256.117312
500.0,500,1256.215094
500.0,500,1256.899241
500.0,500,1256.997219
500.0,500,1257.097095
500.0,500,1257.200933
500.0,500,1257.299716
500.0,500,1257.398006
500.0,500,1257.51825
500.0,500,1257.616503
500.0,500,1257.714246
500.0,500,1257.810318
500.0,500,1257.906529
500.0,500,1258.003365
500.0,500,1258.121358
500.0,500,1258.220738
500.0,500,1258.330054
500.0,500,1258.427246
500.0,500,1258.524562
500.0,500,1258.620547
500.0,500,1258.738905
500.0,500,1258.835906
500.0,500,1258.933101
500.0,500,1259.029979
500.0,500,1259.129267
500.0,500,1259.229993
500.0,500,1259.898895
500.0,500,1259.996034
500.0,500,1260.093114
500.0,500,1260.191038
500.0,500,1260.290419
500.0,500,1260.386009
500.0,500,1260.505405
500.0,500,1260.603273
500.0,500,1260.70177
500.0,500,1260.79868
500.0,500,1260.893676
500.0,500,1260.991184
500.0,500,1261.116441
500.0,500,1261.218353
500.0,500,1261.319398
500.0,500,1261.418763
500.0,500,1261.517236
500.0,500,1261.614933
500.0,500,1261.732744
500.0,500,1261.829918
500.0,500,1261.927483
500.0,500,1262.024443
500.0,500,1262.120657
500.0,500,1262.219735
500.0,500,1262.881738
500.0,500,1262.979365
500.0,500,1263.078183
500.0,500,1263.176158
500.0,500,1263.27512
500.0,500,1263.372484
500.0,500,1263.494114
500.0,500,1263.592084
500.0,500,1263.694008
500.0,500,1263.792529
500.0,500,1263.890307
500.0,500,1263.987913
500.0,500,1264.104715
500.0,500,1264.205146
500.0,500,1264.303912
500.0,500,1264.399767
500.0,500,1264.49722
500.0,500,1264.593549
11.0,11,1264.600248
500.0,500,1264.808403
500.0,500,1264.905712
500.0,500,1265.003056
500.0,500,1265.102635
500.0,500,1265.199538
13.0,13,1265.206896
500.0,500,1265.974038
500.0,500,1266.07045
500.0,500,1266.166134
500.0,500,1266.2638
500.0,500,1266.362152
500.0,500,1266.486763
500.0,500,1266.585703
500.0,500,1266.683916
500.0,500,1266.781814
500.0,500,1266.878933
500.0,500,1266.977976
500.0,500,1267.098712
500.0,500,1267.200629
500.0,500,1267.298879
500.0,500,1267.400737
500.0,500,1267.498999
500.0,500,1267.596374
500.0,500,1267.716133
500.0,500,1267.813392
500.0,500,1267.912019
500.0,500,1268.009704
500.0,500,1268.107686
500.0,500,1268.205
500.0,500,1268.871948
500.0,500,1268.970222
500.0,500,1269.068932
500.0,500,1269.168944
500.0,500,1269.267653
500.0,500,1269.365088
500.0,500,1269.487648
500.0,500,1269.584853
500.0,500,1269.683083
500.0,500,1269.781859
500.0,500,1269.879542
500.0,500,1269.976463
500.0,500,1270.095934
500.0,500,1270.195478
500.0,500,1270.294183
500.0,500,1270.390666
500.0,500,1270.488067
500.0,500,1270.584746
500.0,500,1270.704224
500.0,500,1270.802052
500.0,500,1270.899644
500.0,500,1270.997004
500.0,500,1271.097178
500.0,500,1271.196781
500.0,500,1271.888006
500.0,500,1271.987613
500.0,500,1272.086558
500.0,500,1272.184012
500.0,500,1272.292029
500.0,500,1272.388408
500.0,500,1272.507959
500.0,500,1272.605011
500.0,500,1272.703697
500.0,500,1272.799964
500.0,500,1272.896517
500.0,500,1272.993488
500.0,500,1273.122403
500.0,500,1273.228377
500.0,500,1273.32697
500.0,500,1273.423207
500.0,500,1273.520521
500.0,500,1273.617297
500.0,500,1273.736612
500.0,500,1273.834219
500.0,500,1273.931725
500.0,500,1274.028778
500.0,500,1274.125684
500.0,500,1274.226865
500.0,500,1274.899505
436.0,436,1274.984081
500.0,500,1275.083325
500.0,500,1275.1815
500.0,500,1275.281002
408.0,408,1275.35877
500.0,500,1275.477164
500.0,500,1275.574699
500.0,500,1275.673243
500.0,500,1275.77074
500.0,500,1275.866894
420.0,420,1275.954834
500.0,500,1276.085429
412.0,412,1276.169306
500.0,500,1276.268434
500.0,500,1276.364377
500.0,500,1276.464276
451.0,451,1276.553297
500.0,500,1276.669739
450.0,450,1276.758976
500.0,500,1276.857353
422.0,422,1276.939691
500.0,500,1277.03908
500.0,500,1277.139805
500.0,500,1277.26114
500.0,500,1277.358917
500.0,500,1277.461905
442.0,442,1277.547907
412.0,412,1277.626974
440.0,440,1277.71236
500.0,500,1278.380815
500.0,500,1278.477981
500.0,500,1278.574829
500.0,500,1278.672661
500.0,500,1278.770011
500.0,500,1278.866717
500.0,500,1278.985463
474.0,474,1279.08016
500.0,500,1279.182618
474.0,474,1279.278191
500.0,500,1279.375033
500.0,500,1279.472443
500.0,500,1279.590338
500.0,500,1279.69189
500.0,500,1279.792387
500.0,500,1279.888812
500.0,500,1279.986048
500.0,500,1280.082396
500.0,500,1280.20229
500.0,500,1280.300869
500.0,500,1280.398401
500.0,500,1280.496221
500.0,500,1280.596236
500.0,500,1280.693009
500.0,500,1281.37565
500.0,500,1281.476014
500.0,500,1281.575263
500.0,500,1281.672426
500.0,500,1281.771161
500.0,500,1281.868568
500.0,500,1281.988681
500.0,500,1282.0877
500.0,500,1282.186837
500.0,500,1282.285736
500.0,500,1282.381975
500.0,500,1282.47929
500.0,500,1282.600264
500.0,500,1282.69871
500.0,500,1282.796638
500.0,500,1282.892944
500.0,500,1282.99113
500.0,500,1283.09027
500.0,500,1283.212268
500.0,500,1283.312021
500.0,500,1283.409707
500.0,500,1283.507386
500.0,500,1283.604509
500.0,500,1283.700663
500.0,500,1284.368803
500.0,500,1284.465004
500.0,500,1284.562423
500.0,500,1284.658101
500.0,500,1284.755677
500.0,500,1284.852723
500.0,500,1284.971941
500.0,500,1285.072156
500.0,500,1285.17503
500.0,500,1285.275295
500.0,500,1285.372176
500.0,500,1285.469507
500.0,500,1285.588486
500.0,500,1285.686871
500.0,500,1285.785363
500.0,500,1285.882622
500.0,500,1285.980052
500.0,500,1286.076244
500.0,500,1286.196634
500.0,500,1286.2958
500.0,500,1286.394554
500.0,500,1286.494373
500.0,500,1286.590981
500.0,500,1286.690114
500.0,500,1287.389971
500.0,500,1287.488306
500.0,500,1287.585295
500.0,500,1287.681753
500.0,500,1287.780121
500.0,500,1287.876198
500.0,500,1287.999798
500.0,500,1288.096868
500.0,500,1288.196236
500.0,500,1288.294364
500.0,500,1288.390591
500.0,500,1288.488103
500.0,500,1288.60791
500.0,500,1288.706513
500.0,500,1288.803542
500.0,500,1288.899826
500.0,500,1288.997103
500.0,500,1289.096081
500.0,500,1289.218834
500.0,500,1289.316856
500.0,500,1289.414273
500.0,500,1289.51109
500.0,500,1289.608061
500.0,500,1289.705343
500.0,500,1290.368521
328.0,328,1290.432938
346.0,346,1290.500099
336.0,336,1290.564823
331.0,331,1290.628375
339.0,339,1290.695023
466.0,466,1290.810178
353.0,353,1290.886299
346.0,346,1290.955377
334.0,334,1291.020276
348.0,348,1291.089925
344.0,344,1291.158737
468.0,468,1291.271248
323.0,323,1291.345696
344.0,344,1291.413503
340.0,340,1291.479841
350.0,350,1291.551229
326.0,326,1291.613366
500.0,500,1291.731722
338.0,338,1291.796931
344.0,344,1291.866196
344.0,344,1291.931833
342.0,342,1291.998791
335.0,335,1292.063302
500.0,500,1292.742382
500.0,500,1292.838377
500.0,500,1292.934307
500.0,500,1293.031459
500.0,500,1293.13169
500.0,500,1293.229816
500.0,500,1293.350065
500.0,500,1293.44714
500.0,500,1293.544765
500.0,500,1293.641361
500.0,500,1293.737175
354.0,354,1293.804733
500.0,500,1293.921772
500.0,500,1294.019934
358.0,358,1294.089047
500.0,500,1294.187928
500.0,500,1294.28455
500.0,500,1294.37987
500.0,500,1294.498527
500.0,500,1294.595911
348.0,348,1294.664273
500.0,500,1294.760734
500.0,500,1294.855934
320.0,320,1294.917093
500.0,500,1295.592525
356.0,356,1295.661811
500.0,500,1295.758744
500.0,500,1295.854651
500.0,500,1295.951191
368.0,368,1296.02223
500.0,500,1296.146056
380.0,380,1296.22246
372.0,372,1296.298482
368.0,368,1296.370184
500.0,500,1296.466455
500.0,500,1296.563427
500.0,500,1296.683545
500.0,500,1296.781588
378.0,378,1296.855686
358.0,358,1296.925835
500.0,500,1297.022744
500.0,500,1297.123115
500.0,500,1297.243865
500.0,500,1297.342388
500.0,500,1297.439243
374.0,374,1297.511608
500.0,500,1297.606513
500.0,500,1297.702037
500.0,500,1298.386221
500.0,500,1298.484553
500.0,500,1298.580549
500.0,500,1298.675949
500.0,500,1298.771634
500.0,500,1298.868079
500.0,500,1298.988014
500.0,500,1299.087307
500.0,500,1299.187102
500.0,500,1299.286564
500.0,500,1299.382832
500.0,500,1299.479883
500.0,500,1299.597841
500.0,500,1299.695103
500.0,500,1299.791153
12.0,12,1299.793522
500.0,500,1299.889827
500.0,500,1299.98654
500.0,500,1300.104834
13.0,13,1300.107652
500.0,500,1300.205284
500.0,500,1300.301855
500.0,500,1300.3983
500.0,500,1300.494865
500.0,500,1301.181052
500.0,500,1301.280477
500.0,500,1301.378723
500.0,500,1301.476091
500.0,500,1301.571563
500.0,500,1301.672467
500.0,500,1301.794868
500.0,500,1301.891536
500.0,500,1301.98909
500.0,500,1302.085097
13.0,13,1302.087691
12.0,12,1302.090042
500.0,500,1302.209429
500.0,500,1302.307051
500.0,500,1302.404618
13.0,13,1302.407245
12.0,12,1302.4096
500.0,500,1302.506232
500.0,500,1302.624469
500.0,500,1302.724214
500.0,500,1302.823122
500.0,500,1302.919051
500.0,500,1303.016133
500.0,500,1303.116075
500.0,500,1303.801381
500.0,500,1303.897498
500.0,500,1303.99255
11.0,11,1303.994696
500.0,500,1304.090875
500.0,500,1304.188522
500.0,500,1304.312745
12.0,12,1304.315404
12.0,12,1304.317825
500.0,500,1304.414848
11.0,11,1304.417096
11.0,11,1304.419276
500.0,500,1304.539106
500.0,500,1304.637213
500.0,500,1304.735156
500.0,500,1304.83265
500.0,500,1304.929453
500.0,500,1305.026287
500.0,500,1305.146713
12.0,12,1305.149321
500.0,500,1305.249238
500.0,500,1305.352127
500.0,500,1305.449302
12.0,12,1305.451724
500.0,500,1305.569912
500.0,500,1305.667202
500.0,500,1305.765723
500.0,500,1305.861326
12.0,12,1305.863727
500.0,500,1305.96662
12.0,12,1305.974721
500.0,500,1306.794165
500.0,500,1306.891733
500.0,500,1306.98917
500.0,500,1307.088201
500.0,500,1307.188921
500.0,500,1307.311516
500.0,500,1307.408287
500.0,500,1307.507326
500.0,500,1307.604344
500.0,500,1307.701797
500.0,500,1307.798116
500.0,500,1307.915839
500.0,500,1308.013657
500.0,500,1308.111238
500.0,500,1308.207953
500.0,500,1308.305572
500.0,500,1308.40169
500.0,500,1308.521417
500.0,500,1308.618277
500.0,500,1308.72875
500.0,500,1308.826017
500.0,500,1308.922483
500.0,500,1309.018685
500.0,500,1309.704667
500.0,500,1309.801649
500.0,500,1309.898291
500.0,500,1309.993851
500.0,500,1310.088978
500.0,500,1310.186076
500.0,500,1310.31349
500.0,500,1310.423616
500.0,500,1310.524678
500.0,500,1310.622388
500.0,500,1310.719667
500.0,500,1310.816622
500.0,500,1310.93416
500.0,500,1311.032012
500.0,500,1311.13263
500.0,500,1311.230441
500.0,500,1311.328921
500.0,500,1311.426321
500.0,500,1311.544862
500.0,500,1311.642289
500.0,500,1311.746199
500.0,500,1311.843836
500.0,500,1311.940424
500.0,500,1312.037522
500.0,500,1312.707947
500.0,500,1312.806173
