#{"t_start": 1655252739.545968, "env_id": "CartPole-v1"}
r,l,t
500.0,500,636.395424
500.0,500,636.493033
500.0,500,637.198082
500.0,500,637.298728
500.0,500,637.397425
500.0,500,637.495526
500.0,500,637.593634
500.0,500,637.692047
500.0,500,637.810438
500.0,500,637.909426
500.0,500,638.009889
500.0,500,638.10878
500.0,500,638.206368
500.0,500,638.306998
500.0,500,638.424104
500.0,500,638.522816
500.0,500,638.621056
500.0,500,638.720288
500.0,500,638.817512
500.0,500,638.91633
500.0,500,639.035029
500.0,500,639.134278
500.0,500,639.233107
500.0,500,639.331976
500.0,500,639.430029
500.0,500,639.529399
500.0,500,640.220391
500.0,500,640.321017
500.0,500,640.423518
500.0,500,640.525803
500.0,500,640.622944
500.0,500,640.731743
500.0,500,640.889139
500.0,500,640.988908
500.0,500,641.086784
500.0,500,641.184933
500.0,500,641.284095
500.0,500,641.383421
500.0,500,641.50151
500.0,500,641.600789
500.0,500,641.699605
500.0,500,641.802395
500.0,500,641.902032
500.0,500,642.000584
500.0,500,642.117897
500.0,500,642.216227
500.0,500,642.314964
500.0,500,642.412165
500.0,500,642.510562
500.0,500,642.60938
500.0,500,643.291709
500.0,500,643.390269
500.0,500,643.488246
500.0,500,643.586239
500.0,500,643.683453
500.0,500,643.783659
500.0,500,643.903051
500.0,500,644.003464
500.0,500,644.10344
500.0,500,644.202129
500.0,500,644.301919
500.0,500,644.400383
500.0,500,644.518769
500.0,500,644.616715
500.0,500,644.715963
500.0,500,644.813051
500.0,500,644.911103
500.0,500,645.010279
500.0,500,645.128688
500.0,500,645.226795
500.0,500,645.327653
500.0,500,645.428188
500.0,500,645.526721
500.0,500,645.624754
500.0,500,646.357942
500.0,500,646.457469
500.0,500,646.555479
500.0,500,646.654243
500.0,500,646.753105
500.0,500,646.854268
500.0,500,646.973412
500.0,500,647.072584
500.0,500,647.172149
500.0,500,647.271461
500.0,500,647.370319
500.0,500,647.469456
500.0,500,647.585837
500.0,500,647.685025
500.0,500,647.786864
500.0,500,647.88905
500.0,500,647.988017
500.0,500,648.086407
500.0,500,648.202567
500.0,500,648.302126
500.0,500,648.400723
500.0,500,648.500239
500.0,500,648.598397
500.0,500,648.69565
500.0,500,649.386848
500.0,500,649.485765
500.0,500,649.584511
500.0,500,649.68172
500.0,500,649.78174
500.0,500,649.885054
500.0,500,650.004426
500.0,500,650.103475
500.0,500,650.201629
500.0,500,650.30102
500.0,500,650.39939
500.0,500,650.499346
500.0,500,650.616259
500.0,500,650.71474
500.0,500,650.813828
500.0,500,650.911884
500.0,500,651.010042
500.0,500,651.109294
500.0,500,651.225575
500.0,500,651.326547
500.0,500,651.430925
500.0,500,651.530069
500.0,500,651.627312
500.0,500,651.727089
500.0,500,652.408877
500.0,500,652.507661
500.0,500,652.605768
500.0,500,652.705013
500.0,500,652.80326
500.0,500,652.903892
500.0,500,653.023102
500.0,500,653.123715
500.0,500,653.224466
500.0,500,653.328301
500.0,500,653.427151
500.0,500,653.525735
500.0,500,653.643115
500.0,500,653.741878
500.0,500,653.841621
500.0,500,653.939849
500.0,500,654.04057
500.0,500,654.139745
500.0,500,654.263031
500.0,500,654.36435
500.0,500,654.4643
500.0,500,654.562185
500.0,500,654.660958
500.0,500,654.759339
500.0,500,655.445937
500.0,500,655.546434
500.0,500,655.645635
500.0,500,655.746057
500.0,500,655.848468
500.0,500,655.947079
500.0,500,656.065325
500.0,500,656.163402
500.0,500,656.263204
500.0,500,656.362346
500.0,500,656.461702
500.0,500,656.559549
500.0,500,656.677379
500.0,500,656.777194
500.0,500,656.88178
500.0,500,656.980987
500.0,500,657.078966
500.0,500,657.177034
500.0,500,657.295221
500.0,500,657.394768
500.0,500,657.493934
500.0,500,657.592442
500.0,500,657.690208
500.0,500,657.788868
500.0,500,658.479159
500.0,500,658.578551
500.0,500,658.676285
500.0,500,658.775133
500.0,500,658.873223
500.0,500,658.971551
500.0,500,659.091051
500.0,500,659.188844
500.0,500,659.289007
500.0,500,659.387893
500.0,500,659.487254
500.0,500,659.588825
500.0,500,659.709494
500.0,500,659.810636
500.0,500,659.911248
500.0,500,660.010152
500.0,500,660.108458
500.0,500,660.206394
500.0,500,660.325333
500.0,500,660.424112
500.0,500,660.522714
500.0,500,660.621195
500.0,500,660.719347
500.0,500,660.817401
500.0,500,661.486918
500.0,500,661.585536
500.0,500,661.682467
500.0,500,661.779831
500.0,500,661.88495
500.0,500,661.9831
500.0,500,662.101663
500.0,500,662.200025
500.0,500,662.30036
500.0,500,662.398181
500.0,500,662.499661
500.0,500,662.59759
500.0,500,662.718568
500.0,500,662.817592
500.0,500,662.917031
500.0,500,663.015614
500.0,500,663.113746
500.0,500,663.212067
500.0,500,663.33111
500.0,500,663.430456
500.0,500,663.53014
500.0,500,663.629209
500.0,500,663.730796
500.0,500,663.833299
500.0,500,664.511452
500.0,500,664.609009
500.0,500,664.707221
500.0,500,664.806345
500.0,500,664.902416
500.0,500,665.000669
500.0,500,665.11847
500.0,500,665.218019
500.0,500,665.322642
500.0,500,665.421533
500.0,500,665.520382
500.0,500,665.618614
500.0,500,665.735902
500.0,500,665.833962
500.0,500,665.933591
500.0,500,666.031422
500.0,500,666.128911
500.0,500,666.228147
500.0,500,666.346536
500.0,500,666.446181
500.0,500,666.543741
500.0,500,666.640559
500.0,500,666.739183
500.0,500,666.83708
500.0,500,666.95504
500.0,500,667.061619
500.0,500,667.163904
500.0,500,667.262746
500.0,500,667.36261
500.0,500,667.461159
500.0,500,668.155842
500.0,500,668.255202
500.0,500,668.354782
500.0,500,668.454511
500.0,500,668.552241
500.0,500,668.6511
500.0,500,668.769075
500.0,500,668.86668
500.0,500,668.964856
500.0,500,669.064126
500.0,500,669.162548
500.0,500,669.261801
500.0,500,669.381316
500.0,500,669.479445
500.0,500,669.579623
500.0,500,669.677825
500.0,500,669.775863
500.0,500,669.874398
500.0,500,669.994587
500.0,500,670.094789
500.0,500,670.193682
500.0,500,670.293266
500.0,500,670.392965
500.0,500,670.492574
500.0,500,671.181281
500.0,500,671.284003
500.0,500,671.384432
500.0,500,671.485589
500.0,500,671.584243
500.0,500,671.682452
500.0,500,671.804283
500.0,500,671.904481
500.0,500,672.004535
500.0,500,672.102711
500.0,500,672.201495
500.0,500,672.300962
500.0,500,672.417098
500.0,500,672.515201
500.0,500,672.614118
500.0,500,672.712061
500.0,500,672.809113
500.0,500,672.906059
500.0,500,673.024374
500.0,500,673.122949
500.0,500,673.221517
500.0,500,673.321413
500.0,500,673.417947
500.0,500,673.516271
500.0,500,674.20142
500.0,500,674.301634
500.0,500,674.399994
500.0,500,674.497974
500.0,500,674.597441
500.0,500,674.694978
500.0,500,674.814538
500.0,500,674.914122
500.0,500,675.014442
500.0,500,675.112102
500.0,500,675.211468
500.0,500,675.31227
500.0,500,675.430665
500.0,500,675.532631
500.0,500,675.632835
500.0,500,675.732469
500.0,500,675.841582
500.0,500,675.952654
500.0,500,676.074636
500.0,500,676.174916
500.0,500,676.275624
500.0,500,676.37675
500.0,500,676.476777
500.0,500,676.576368
500.0,500,677.247499
500.0,500,677.347542
500.0,500,677.446085
500.0,500,677.544404
500.0,500,677.642211
500.0,500,677.741115
500.0,500,677.867549
500.0,500,677.966827
500.0,500,678.066115
500.0,500,678.164475
500.0,500,678.26316
500.0,500,678.363016
500.0,500,678.480031
500.0,500,678.57873
500.0,500,678.681615
500.0,500,678.781414
500.0,500,678.880056
500.0,500,678.97874
500.0,500,679.098044
500.0,500,679.196824
500.0,500,679.305625
500.0,500,679.404588
500.0,500,679.502539
500.0,500,679.600864
500.0,500,680.280397
500.0,500,680.380611
500.0,500,680.479318
500.0,500,680.578037
500.0,500,680.676377
500.0,500,680.775106
500.0,500,680.893492
500.0,500,680.99201
500.0,500,681.090139
500.0,500,681.186913
500.0,500,681.286785
500.0,500,681.38514
500.0,500,681.502275
500.0,500,681.601683
500.0,500,681.699946
500.0,500,681.79635
500.0,500,681.895487
500.0,500,681.994661
500.0,500,682.116392
500.0,500,682.214873
500.0,500,682.314781
500.0,500,682.413721
500.0,500,682.512132
500.0,500,682.610286
500.0,500,683.29232
500.0,500,683.391542
500.0,500,683.490681
500.0,500,683.588659
500.0,500,683.6847
500.0,500,683.784098
500.0,500,683.903097
500.0,500,684.002208
500.0,500,684.102614
500.0,500,684.200079
500.0,500,684.299017
500.0,500,684.396518
500.0,500,684.51317
500.0,500,684.613156
500.0,500,684.717071
500.0,500,684.815161
500.0,500,684.913092
500.0,500,685.011371
500.0,500,685.127841
500.0,500,685.227293
500.0,500,685.327435
500.0,500,685.424796
500.0,500,685.523887
500.0,500,685.620611
500.0,500,686.289544
500.0,500,686.387856
500.0,500,686.48623
500.0,500,686.584192
500.0,500,686.682542
500.0,500,686.780829
500.0,500,686.898378
500.0,500,686.996915
500.0,500,687.100798
500.0,500,687.20044
500.0,500,687.299687
500.0,500,687.397332
500.0,500,687.515348
500.0,500,687.614063
500.0,500,687.713668
500.0,500,687.814881
500.0,500,687.913859
500.0,500,688.019277
500.0,500,688.140586
500.0,500,688.24054
500.0,500,688.342148
500.0,500,688.439491
500.0,500,688.537386
500.0,500,688.635122
500.0,500,689.303318
500.0,500,689.408156
500.0,500,689.507311
500.0,500,689.605227
500.0,500,689.703164
500.0,500,689.79905
500.0,500,689.923888
500.0,500,690.024321
500.0,500,690.123362
500.0,500,690.220955
500.0,500,690.319596
500.0,500,690.418447
500.0,500,690.536381
500.0,500,690.635
500.0,500,690.73368
500.0,500,690.831203
500.0,500,690.930698
500.0,500,691.029038
500.0,500,691.146026
500.0,500,691.24443
500.0,500,691.344656
500.0,500,691.442046
500.0,500,691.540369
500.0,500,691.638613
500.0,500,692.340458
500.0,500,692.43869
500.0,500,692.537573
500.0,500,692.635939
500.0,500,692.73405
500.0,500,692.831931
500.0,500,692.949957
500.0,500,693.049092
500.0,500,693.148157
500.0,500,693.247629
500.0,500,693.347452
500.0,500,693.447299
500.0,500,693.566622
500.0,500,693.66583
500.0,500,693.766032
500.0,500,693.865932
500.0,500,693.963585
500.0,500,694.062745
500.0,500,694.179499
500.0,500,694.278933
500.0,500,694.377432
500.0,500,694.476382
500.0,500,694.577073
500.0,500,694.676596
500.0,500,695.362786
500.0,500,695.461314
500.0,500,695.559385
500.0,500,695.658092
500.0,500,695.759068
500.0,500,695.860419
500.0,500,695.980119
500.0,500,696.079071
500.0,500,696.179162
500.0,500,696.277485
500.0,500,696.378057
500.0,500,696.477094
500.0,500,696.592887
500.0,500,696.691882
500.0,500,696.789562
500.0,500,696.887269
500.0,500,696.986525
500.0,500,697.084588
500.0,500,697.201754
500.0,500,697.301688
500.0,500,697.400961
500.0,500,697.500315
500.0,500,697.597764
500.0,500,697.69618
500.0,500,697.813608
500.0,500,697.913615
500.0,500,698.016312
500.0,500,698.113716
500.0,500,698.212775
500.0,500,698.312354
500.0,500,698.977635
500.0,500,699.077226
500.0,500,699.175923
500.0,500,699.274648
500.0,500,699.375401
500.0,500,699.491477
500.0,500,699.610956
500.0,500,699.710235
500.0,500,699.811979
500.0,500,699.914751
500.0,500,700.01443
500.0,500,700.112689
500.0,500,700.230511
500.0,500,700.331827
500.0,500,700.434206
500.0,500,700.533868
500.0,500,700.632787
500.0,500,700.732178
500.0,500,700.849001
500.0,500,700.951074
500.0,500,701.050723
500.0,500,701.149055
500.0,500,701.24689
500.0,500,701.347246
500.0,500,702.022448
500.0,500,702.120276
500.0,500,702.218919
500.0,500,702.317956
500.0,500,702.417117
500.0,500,702.51548
64.0,64,702.535234
500.0,500,702.732707
500.0,500,702.837934
500.0,500,702.935432
500.0,500,703.035426
500.0,500,703.141419
500.0,500,703.260903
500.0,500,703.360649
500.0,500,703.459465
500.0,500,703.557539
500.0,500,703.655569
500.0,500,703.755748
500.0,500,703.876164
500.0,500,703.974521
500.0,500,704.075392
500.0,500,704.173702
500.0,500,704.271546
500.0,500,704.369418
500.0,500,705.052605
500.0,500,705.151618
500.0,500,705.248815
500.0,500,705.347607
500.0,500,705.445579
500.0,500,705.543559
500.0,500,705.6615
500.0,500,705.761425
500.0,500,705.867683
500.0,500,705.976817
500.0,500,706.077523
500.0,500,706.175493
500.0,500,706.293774
500.0,500,706.393165
500.0,500,706.492166
500.0,500,706.590653
500.0,500,706.687503
500.0,500,706.78485
500.0,500,706.902452
500.0,500,707.001078
500.0,500,707.106938
500.0,500,707.205945
500.0,500,707.305243
500.0,500,707.403177
500.0,500,708.086197
500.0,500,708.184692
500.0,500,708.283026
500.0,500,708.38349
500.0,500,708.481594
500.0,500,708.579363
500.0,500,708.697458
500.0,500,708.796279
500.0,500,708.893003
500.0,500,708.992179
500.0,500,709.091446
500.0,500,709.18817
500.0,500,709.30702
500.0,500,709.406178
500.0,500,709.504376
500.0,500,709.602553
500.0,500,709.700857
500.0,500,709.798575
500.0,500,709.921116
500.0,500,710.019513
500.0,500,710.117671
500.0,500,710.214839
500.0,500,710.313936
500.0,500,710.412153
500.0,500,711.081657
500.0,500,711.18072
500.0,500,711.279172
500.0,500,711.377132
500.0,500,711.474513
500.0,500,711.574986
500.0,500,711.693174
500.0,500,711.793911
500.0,500,711.891542
500.0,500,711.994697
500.0,500,712.09289
500.0,500,712.19196
500.0,500,712.310263
500.0,500,712.409358
500.0,500,712.512517
500.0,500,712.61061
500.0,500,712.708133
500.0,500,712.805998
500.0,500,712.922642
500.0,500,713.021183
500.0,500,713.119993
500.0,500,713.217244
500.0,500,713.316523
500.0,500,713.414351
500.0,500,714.081883
500.0,500,714.180715
500.0,500,714.278867
500.0,500,714.376689
500.0,500,714.474205
500.0,500,714.57158
500.0,500,714.689221
500.0,500,714.787551
500.0,500,714.885524
500.0,500,714.983991
500.0,500,715.081519
500.0,500,715.178895
500.0,500,715.300805
500.0,500,715.400162
500.0,500,715.499543
500.0,500,715.596937
500.0,500,715.695192
500.0,500,715.795241
500.0,500,715.917661
500.0,500,716.020118
500.0,500,716.126833
500.0,500,716.226028
500.0,500,716.326824
500.0,500,716.425713
500.0,500,717.100649
500.0,500,717.199372
500.0,500,717.298268
500.0,500,717.396509
500.0,500,717.494219
500.0,500,717.591871
500.0,500,717.708852
500.0,500,717.806807
500.0,500,717.90915
500.0,500,718.007696
500.0,500,718.105207
500.0,500,718.202637
500.0,500,718.322865
500.0,500,718.421447
500.0,500,718.520766
500.0,500,718.6185
500.0,500,718.717797
500.0,500,718.81573
500.0,500,718.932266
500.0,500,719.030559
500.0,500,719.129947
500.0,500,719.229165
500.0,500,719.32862
500.0,500,719.425939
500.0,500,720.119721
500.0,500,720.218074
500.0,500,720.317321
500.0,500,720.415284
500.0,500,720.515125
500.0,500,720.612017
500.0,500,720.730553
500.0,500,720.829524
500.0,500,720.927013
500.0,500,721.025575
500.0,500,721.122718
500.0,500,721.220628
500.0,500,721.340084
500.0,500,721.43796
500.0,500,721.536485
500.0,500,721.633838
500.0,500,721.732199
500.0,500,721.830843
500.0,500,721.948931
500.0,500,722.047463
500.0,500,722.146696
500.0,500,722.244343
500.0,500,722.342953
500.0,500,722.441384
500.0,500,723.123808
500.0,500,723.222425
500.0,500,723.322041
500.0,500,723.41994
500.0,500,723.517892
500.0,500,723.616645
500.0,500,723.735833
500.0,500,723.835502
500.0,500,723.933585
500.0,500,724.034994
500.0,500,724.134978
500.0,500,724.232639
500.0,500,724.351773
500.0,500,724.450281
500.0,500,724.54833
500.0,500,724.645571
500.0,500,724.74252
500.0,500,724.839738
500.0,500,724.957322
500.0,500,725.055978
500.0,500,725.159721
500.0,500,725.258455
500.0,500,725.357173
500.0,500,725.455296
500.0,500,726.126139
500.0,500,726.223603
500.0,500,726.322893
500.0,500,726.420873
500.0,500,726.518321
500.0,500,726.616969
500.0,500,726.734952
500.0,500,726.832111
500.0,500,726.929917
500.0,500,727.02792
500.0,500,727.123954
500.0,500,727.222707
500.0,500,727.341986
500.0,500,727.439355
500.0,500,727.542407
500.0,500,727.639722
500.0,500,727.738513
500.0,500,727.83705
500.0,500,727.956019
500.0,500,728.055693
500.0,500,728.153055
500.0,500,728.250651
500.0,500,728.348504
500.0,500,728.445865
500.0,500,728.562468
500.0,500,728.660933
500.0,500,728.759102
500.0,500,728.856681
500.0,500,728.954325
500.0,500,729.052595
500.0,500,729.724829
500.0,500,729.824295
500.0,500,729.922738
500.0,500,730.021718
500.0,500,730.119815
500.0,500,730.218454
500.0,500,730.341846
500.0,500,730.441376
500.0,500,730.540357
500.0,500,730.638463
500.0,500,730.73752
500.0,500,730.835904
500.0,500,730.95215
500.0,500,731.052096
500.0,500,731.150707
500.0,500,731.24939
500.0,500,731.349362
500.0,500,731.447769
500.0,500,731.571901
500.0,500,731.673892
500.0,500,731.776207
500.0,500,731.877063
500.0,500,731.976578
500.0,500,732.07501
500.0,500,732.756849
500.0,500,732.856636
500.0,500,732.95537
500.0,500,733.05491
500.0,500,733.154246
500.0,500,733.251912
500.0,500,733.370149
500.0,500,733.47055
500.0,500,733.570144
500.0,500,733.668687
500.0,500,733.767531
500.0,500,733.865552
500.0,500,733.983292
500.0,500,734.084219
500.0,500,734.182952
500.0,500,734.28286
500.0,500,734.381752
500.0,500,734.47958
500.0,500,734.59646
500.0,500,734.695256
500.0,500,734.794337
500.0,500,734.892696
500.0,500,734.991761
500.0,500,735.089517
500.0,500,735.780808
500.0,500,735.89223
500.0,500,735.998316
500.0,500,736.098984
500.0,500,736.198049
500.0,500,736.297091
500.0,500,736.415995
500.0,500,736.515449
500.0,500,736.614301
500.0,500,736.713386
500.0,500,736.811633
500.0,500,736.909506
500.0,500,737.027198
500.0,500,737.125918
500.0,500,737.224784
500.0,500,737.324133
500.0,500,737.422989
500.0,500,737.522536
500.0,500,737.639668
500.0,500,737.739286
500.0,500,737.837886
500.0,500,737.937722
500.0,500,738.036728
500.0,500,738.134854
500.0,500,738.820084
500.0,500,738.920174
500.0,500,739.017992
500.0,500,739.117159
500.0,500,739.217316
500.0,500,739.315988
500.0,500,739.434444
500.0,500,739.533329
500.0,500,739.636325
500.0,500,739.735768
500.0,500,739.83594
500.0,500,739.934822
500.0,500,740.052029
500.0,500,740.15148
500.0,500,740.250909
500.0,500,740.350217
500.0,500,740.448559
500.0,500,740.548205
500.0,500,740.665882
500.0,500,740.764918
500.0,500,740.864765
500.0,500,740.962607
500.0,500,741.061217
500.0,500,741.15916
500.0,500,741.845854
500.0,500,741.945089
500.0,500,742.043256
500.0,500,742.141508
500.0,500,742.239738
500.0,500,742.339093
500.0,500,742.457183
500.0,500,742.555351
500.0,500,742.655031
500.0,500,742.753781
500.0,500,742.851995
500.0,500,742.950225
500.0,500,743.068251
500.0,500,743.166153
500.0,500,743.26509
500.0,500,743.365088
500.0,500,743.464601
500.0,500,743.562647
500.0,500,743.681061
500.0,500,743.781896
500.0,500,743.882913
500.0,500,743.981827
500.0,500,744.083259
500.0,500,744.181412
500.0,500,744.867244
500.0,500,744.966261
500.0,500,745.064518
500.0,500,745.163434
500.0,500,745.262054
500.0,500,745.360882
500.0,500,745.479931
500.0,500,745.579589
500.0,500,745.679094
500.0,500,745.779115
500.0,500,745.877595
500.0,500,745.976358
500.0,500,746.09402
500.0,500,746.193117
500.0,500,746.292867
500.0,500,746.39247
500.0,500,746.491795
500.0,500,746.590347
500.0,500,746.707564
500.0,500,746.806913
500.0,500,746.910635
500.0,500,747.010524
500.0,500,747.109997
500.0,500,747.208815
500.0,500,747.887213
500.0,500,747.987411
500.0,500,748.086121
500.0,500,748.18443
500.0,500,748.283444
500.0,500,748.383178
500.0,500,748.501403
500.0,500,748.599749
500.0,500,748.698182
500.0,500,748.797197
500.0,500,748.895454
500.0,500,748.994206
500.0,500,749.113273
500.0,500,749.21242
500.0,500,749.316513
500.0,500,749.415542
500.0,500,749.514589
500.0,500,749.613947
500.0,500,749.731725
500.0,500,749.83
500.0,500,749.929357
500.0,500,750.027765
500.0,500,750.126796
500.0,500,750.224908
500.0,500,750.896167
500.0,500,750.994662
500.0,500,751.093218
500.0,500,751.19114
500.0,500,751.291007
500.0,500,751.389884
500.0,500,751.508529
500.0,500,751.616244
500.0,500,751.716458
500.0,500,751.817731
500.0,500,751.916966
500.0,500,752.01647
500.0,500,752.137333
500.0,500,752.236806
500.0,500,752.342232
500.0,500,752.441226
500.0,500,752.53986
500.0,500,752.637989
500.0,500,752.756217
500.0,500,752.854247
500.0,500,752.952157
500.0,500,753.051412
500.0,500,753.148654
500.0,500,753.24817
500.0,500,753.932594
500.0,500,754.032192
500.0,500,754.131709
500.0,500,754.229345
500.0,500,754.327913
500.0,500,754.425832
500.0,500,754.544389
500.0,500,754.644053
500.0,500,754.746387
500.0,500,754.844611
500.0,500,754.943086
500.0,500,755.041291
500.0,500,755.158583
500.0,500,755.25575
500.0,500,755.355353
500.0,500,755.454583
500.0,500,755.552803
500.0,500,755.651596
500.0,500,755.771445
500.0,500,755.870947
500.0,500,755.970897
500.0,500,756.069441
500.0,500,756.167703
500.0,500,756.266216
500.0,500,756.939683
500.0,500,757.038633
500.0,500,757.138925
500.0,500,757.236578
500.0,500,757.335904
500.0,500,757.43424
500.0,500,757.553579
500.0,500,757.654122
500.0,500,757.756529
500.0,500,757.855444
500.0,500,757.953082
500.0,500,758.051815
500.0,500,758.169097
500.0,500,758.268759
500.0,500,758.368925
500.0,500,758.469522
500.0,500,758.567709
500.0,500,758.665849
500.0,500,758.784661
500.0,500,758.88286
500.0,500,758.98076
500.0,500,759.081332
500.0,500,759.180002
500.0,500,759.278698
500.0,500,759.955136
500.0,500,760.056203
500.0,500,760.153978
500.0,500,760.251756
500.0,500,760.353128
500.0,500,760.45067
500.0,500,760.575038
500.0,500,760.675911
500.0,500,760.775331
500.0,500,760.873257
500.0,500,760.973158
500.0,500,761.071826
500.0,500,761.189949
500.0,500,761.288678
500.0,500,761.387869
500.0,500,761.486854
500.0,500,761.584433
500.0,500,761.683394
500.0,500,761.801038
500.0,500,761.900321
500.0,500,762.000268
500.0,500,762.09857
500.0,500,762.196498
500.0,500,762.297428
500.0,500,762.415418
500.0,500,762.514646
500.0,500,762.613092
500.0,500,762.711493
500.0,500,762.810254
500.0,500,762.909021
500.0,500,763.591537
500.0,500,763.692697
500.0,500,763.793257
500.0,500,763.893202
500.0,500,763.992015
500.0,500,764.091346
500.0,500,764.210353
500.0,500,764.310232
500.0,500,764.409626
500.0,500,764.508245
500.0,500,764.606236
500.0,500,764.704693
500.0,500,764.824264
500.0,500,764.922574
500.0,500,765.021214
500.0,500,765.119608
500.0,500,765.21803
500.0,500,765.317321
500.0,500,765.435442
500.0,500,765.536309
500.0,500,765.634019
500.0,500,765.734199
500.0,500,765.834576
500.0,500,765.953396
500.0,500,766.637962
500.0,500,766.737759
500.0,500,766.837083
500.0,500,766.935047
500.0,500,767.033503
500.0,500,767.130996
500.0,500,767.24914
500.0,500,767.349754
500.0,500,767.44936
500.0,500,767.547521
500.0,500,767.645571
500.0,500,767.749449
500.0,500,767.87097
500.0,500,767.971581
500.0,500,768.072381
500.0,500,768.17171
500.0,500,768.27161
500.0,500,768.371497
500.0,500,768.490565
500.0,500,768.58882
500.0,500,768.692737
500.0,500,768.790502
500.0,500,768.888859
500.0,500,768.987305
500.0,500,769.658597
500.0,500,769.759752
500.0,500,769.857726
500.0,500,769.956395
500.0,500,770.054063
500.0,500,770.153917
500.0,500,770.272728
500.0,500,770.371643
500.0,500,770.470694
500.0,500,770.568447
500.0,500,770.666055
500.0,500,770.765286
500.0,500,770.881853
500.0,500,770.980401
500.0,500,771.079992
500.0,500,771.178898
500.0,500,771.277848
500.0,500,771.376755
500.0,500,771.499434
500.0,500,771.599204
500.0,500,771.698648
500.0,500,771.798467
500.0,500,771.897399
500.0,500,771.997424
500.0,500,772.665845
500.0,500,772.765348
500.0,500,772.86396
500.0,500,772.962478
500.0,500,773.061073
500.0,500,773.160108
500.0,500,773.280037
500.0,500,773.379992
500.0,500,773.478902
500.0,500,773.5767
500.0,500,773.674785
500.0,500,773.778934
500.0,500,773.896222
500.0,500,773.996105
500.0,500,774.102957
500.0,500,774.201478
500.0,500,774.302692
500.0,500,774.401835
500.0,500,774.518934
500.0,500,774.616948
500.0,500,774.716118
500.0,500,774.813373
500.0,500,774.913563
500.0,500,775.012034
500.0,500,775.681193
500.0,500,775.781231
500.0,500,775.881623
500.0,500,775.979625
500.0,500,776.077999
500.0,500,776.176773
500.0,500,776.297729
500.0,500,776.398372
500.0,500,776.502094
500.0,500,776.600857
500.0,500,776.698785
500.0,500,776.797475
500.0,500,776.915604
500.0,500,777.014313
500.0,500,777.114897
500.0,500,777.213674
500.0,500,777.313086
500.0,500,777.411412
500.0,500,777.529906
500.0,500,777.628902
500.0,500,777.728499
500.0,500,777.826814
500.0,500,777.925478
500.0,500,778.024118
500.0,500,778.702766
500.0,500,778.800686
500.0,500,778.898151
500.0,500,778.996843
500.0,500,779.09703
500.0,500,779.195209
500.0,500,779.318803
500.0,500,779.417609
500.0,500,779.517758
500.0,500,779.615471
500.0,500,779.71547
500.0,500,779.814991
500.0,500,779.932395
500.0,500,780.030903
500.0,500,780.130465
500.0,500,780.229757
500.0,500,780.329528
500.0,500,780.428284
500.0,500,780.545811
500.0,500,780.644869
500.0,500,780.743813
500.0,500,780.843243
500.0,500,780.941682
500.0,500,781.04012
500.0,500,781.730385
500.0,500,781.829699
500.0,500,781.927691
500.0,500,782.026079
500.0,500,782.124821
500.0,500,782.223811
500.0,500,782.343253
500.0,500,782.441729
500.0,500,782.541104
500.0,500,782.640232
500.0,500,782.738521
500.0,500,782.837588
500.0,500,782.954725
500.0,500,783.052745
500.0,500,783.151667
500.0,500,783.250366
500.0,500,783.351898
500.0,500,783.450045
500.0,500,783.566901
500.0,500,783.665828
500.0,500,783.76756
500.0,500,783.867531
500.0,500,783.967861
500.0,500,784.067877
500.0,500,784.748626
500.0,500,784.84895
500.0,500,784.946609
500.0,500,785.045238
500.0,500,785.143961
500.0,500,785.243271
500.0,500,785.364494
500.0,500,785.462996
500.0,500,785.5617
500.0,500,785.660461
500.0,500,785.758884
500.0,500,785.857194
500.0,500,785.976172
500.0,500,786.07464
500.0,500,786.17309
500.0,500,786.271468
500.0,500,786.371319
500.0,500,786.469355
500.0,500,786.58635
500.0,500,786.684755
500.0,500,786.783025
500.0,500,786.880975
500.0,500,786.979016
500.0,500,787.078419
500.0,500,787.771518
500.0,500,787.873556
500.0,500,787.971295
500.0,500,788.069911
500.0,500,788.168235
500.0,500,788.267399
500.0,500,788.386492
500.0,500,788.485752
500.0,500,788.583357
500.0,500,788.681583
500.0,500,788.778738
500.0,500,788.876965
500.0,500,788.995036
500.0,500,789.094323
500.0,500,789.193684
500.0,500,789.293442
500.0,500,789.391644
500.0,500,789.492057
500.0,500,789.609318
500.0,500,789.70811
500.0,500,789.807261
500.0,500,789.907248
500.0,500,790.00591
500.0,500,790.103041
500.0,500,790.791599
500.0,500,790.889483
500.0,500,790.988251
500.0,500,791.086909
500.0,500,791.187031
500.0,500,791.290204
500.0,500,791.410317
500.0,500,791.512947
500.0,500,791.611695
500.0,500,791.713123
500.0,500,791.814768
500.0,500,791.913795
500.0,500,792.033611
500.0,500,792.13413
500.0,500,792.232952
500.0,500,792.332882
500.0,500,792.43194
500.0,500,792.529649
500.0,500,792.647069
500.0,500,792.747277
500.0,500,792.845122
500.0,500,792.943742
500.0,500,793.042474
500.0,500,793.138636
500.0,500,793.260308
500.0,500,793.361834
500.0,500,793.463054
500.0,500,793.560961
500.0,500,793.65982
500.0,500,793.758922
500.0,500,794.436666
500.0,500,794.535695
500.0,500,794.635108
500.0,500,794.734123
500.0,500,794.832299
500.0,500,794.931233
500.0,500,795.050199
500.0,500,795.148833
500.0,500,795.247752
500.0,500,795.347521
500.0,500,795.447038
500.0,500,795.547551
500.0,500,795.666189
